,word,phonetic
821,ear,[ɪr]
822,early,[ˈɜːrli]
823,earn,[ɜːrn]
824,earth,[ɜːrθ]
825,earthquake, [ˈɜːrθkweɪk]
826,easily,[ˈiːzəli]
827,east,[iːst]
828,eastern,[ˈiːstərn]
829,easy,[ˈiːzi]
830,eat, [iːt]
831,economic," [ˌiːkəˈnɑːmɪk,ˌekəˈnɑːmɪk]"
832,economy,[ɪˈkɑːnəmi]
833,edge,[edʒ]
834,edit,[ˈedɪt]
835,edition, [ɪˈdɪʃn]
836,editor,[ˈedɪtər]
837,educate,[ˈedʒukeɪt]
838,educated, [ˈedʒukeɪtɪd]
839,education,[ˌedʒuˈkeɪʃn]
840,educational,[ˌedʒuˈkeɪʃənl]
841,effect,[ɪˈfekt]
842,effective,[ɪˈfektɪv]
843,effectively,[ɪˈfektɪvli]
844,efficient,[ɪˈfɪʃnt]
845,effort,[ˈefərt]
846,egg,[eɡ]
847,eight,[eɪt]
848,eighteen,[ˌeɪˈtiːn]
849,eighty,[ˈeɪti]
850,either," [ˈiːðər,ˈaɪðər]"
851,elderly,[ˈeldərli]
852,elect,[ɪˈlekt]
853,election,[ɪˈlekʃn]
854,electric,[ɪˈlektrɪk]
855,electrical, [ɪˈlektrɪkl]
856,electricity,[ɪˌlekˈtrɪsəti]
857,electronic, [ɪˌlekˈtrɑːnɪk]
858,element,[ˈelɪmənt]
859,elephant,[ˈelɪfənt]
860,eleven, [ɪˈlevn]
861,else, [els]
862,elsewhere,[ˌelsˈwer]
863,email,[ˈiːmeɪl]
864,embarrassed,[ɪmˈbærəst]
865,embarrassing,[ɪmˈbærəsɪŋ]
866,emerge,[ɪˈmɜːrdʒ]
867,emergency,  [ɪˈmɜːrdʒənsi]
868,emotion, [ɪˈmoʊʃn]
869,emotional, [ɪˈmoʊʃənl]
870,emphasis,[ˈemfəsɪs]
871,emphasize, [ˈemfəsaɪz]
872,employ,[ɪmˈplɔɪ]
873,employee,[ɪmˈplɔɪiː]
874,employer,[ɪmˈplɔɪər]
875,employment, [ɪmˈplɔɪmənt]
876,empty,[ˈempti]
877,enable,[ɪˈneɪbl]
878,encounter,[ɪnˈkaʊntər]
879,encourage,[ɪnˈkɜːrɪdʒ]
880,end,[end]
881,ending,[ˈendɪŋ]
882,enemy,[ˈenəmi]
883,energy,[ˈenərdʒi]
884,engage,[ɪnˈɡeɪdʒ]
885,engaged, [ɪnˈɡeɪdʒd]
886,engine,[ˈendʒɪn]
887,engineer,[ˌendʒɪˈnɪr]
888,engineering,[ˌendʒɪˈnɪrɪŋ]
889,enhance,[ɪnˈhæns]
890,enjoy,[ɪnˈdʒɔɪ]
891,enormous,[ɪˈnɔːrməs]
892,enough,[ɪˈnʌf]
893,enquiry,"[ˈɪnkwəri,ɪnˈkwaɪəri]"
894,ensure,[ɪnˈʃʊr]
895,enter,[ˈentər]
896,entertain,[ˌentərˈteɪn]
897,entertainment,[ˌentərˈteɪnmənt]
898,enthusiasm, [ɪnˈθuːziæzəm]
899,enthusiastic, [ɪnˌθuːziˈæstɪk]
900,entire, [ɪnˈtaɪər]
901,entirely,[ɪnˈtaɪərli]
902,entrance,"[ˈentrəns , ɪnˈtræns]"
903,entry,[ˈentri]
904,environment,[ɪnˈvaɪrənmənt]
905,environmental,[ɪnˌvaɪrənˈmentl]
906,episode,[ˈepɪsoʊd]
907,equal, [ˈiːkwəl]
908,equally,[ˈiːkwəli]
909,equipment,[ɪˈkwɪpmənt]
910,error,[ˈerər]
911,escape,[ɪˈskeɪp]
912,especially, [ɪˈspeʃəli]
913,essay,[ˈeseɪ]
914,essential,[ɪˈsenʃl]
915,establish, [ɪˈstæblɪʃ]
916,estate,[ɪˈsteɪt]
917,estimate,[ˈestɪmeɪt]
918,ethical, [ˈeθɪkl]
919,euro,[ˈjʊroʊ]
920,evaluate,[ɪˈvæljueɪt]
921,even, [ˈiːvn]
922,evening, [ˈiːvnɪŋ]
923,event,[ɪˈvent]
924,eventually,[ɪˈventʃuəli]
925,ever, [ˈevər]
926,every,[ˈevri]
927,everybody,"[ˈevribɑːdi,ˈevribʌdi]"
928,everyday,[ˈevrideɪ]
929,everyone,[ˈevriwʌn]
930,everything,[ˈevriθɪŋ]
931,everywhere,[ˈevriwer]
932,evidence,[ˈevɪdəns]
933,evil, [ˈiːvl]
934,exact, [ɪɡˈzækt]
935,exactly,[ɪɡˈzæktli]
936,exam,[ɪɡˈzæm]
937,examination,[ɪɡˌzæmɪˈneɪʃn]
938,examine, [ɪɡˈzæmɪn]
939,example, [ɪɡˈzæmpl]
940,excellent,[ˈeksələnt]
941,except,[ɪkˈsept]
942,exchange, [ɪksˈtʃeɪndʒ]
943,excited,[ɪkˈsaɪtɪd]
944,excitement,[ɪkˈsaɪtmənt]
945,exciting,[ɪkˈsaɪtɪŋ]
946,excuse,[ɪkˈskjuːs]
947,executive, [ɪɡˈzekjətɪv]
948,exercise,[ˈeksərsaɪz]
949,exhibition,[ˌeksɪˈbɪʃn]
950,exist,[ɪɡˈzɪst]
951,existence,[ɪɡˈzɪstəns]
952,expand,[ɪkˈspænd]
953,expect, [ɪkˈspekt]
954,expectation, [ˌekspekˈteɪʃn]
955,expected, [ɪkˈspektɪd]
956,expedition,[ˌekspəˈdɪʃn]
957,expense,[ɪkˈspens]
958,expensive,[ɪkˈspensɪv]
959,experience,[ɪkˈspɪriəns]
960,experienced,[ɪkˈspɪriənst]
961,experiment,[ɪkˈsperɪmənt]
962,expert,[ˈekspɜːrt]
963,explain,[ɪkˈspleɪn]
964,explanation,[ˌekspləˈneɪʃn]
965,explode,[ɪkˈsploʊd]
966,exploration,[ˌekspləˈreɪʃn]
967,explore, [ɪkˈsplɔːr]
968,explosion, [ɪkˈsploʊʒn]
969,export,[ˈekspɔːrt]
970,expose,[ɪkˈspoʊz]
971,express, [ɪkˈspres]
972,expression,[ɪkˈspreʃn]
973,extend,[ɪkˈstend]
974,extent,[ɪkˈstent]
975,external, [ɪkˈstɜːrnl]
976,extra,[ˈekstrə]
977,extraordinary, [ɪkˈstrɔːrdəneri]
978,extreme,[ɪkˈstriːm]
979,extremely,[ɪkˈstriːmli]
980,eye,[aɪ]
981,face,[feɪs]
982,facility,[fəˈsɪləti]
983,fact, [fækt]
984,factor,[ˈfæktər]
985,factory,"[ˈfæktri,ˈfæktəri]"
986,fail, [feɪl]
987,failure, [ˈfeɪljər]
988,fair,[fer]
989,fairly,[ˈferli]
990,faith,[feɪθ]
991,fall,[fɔːl]
992,False, [fɔːls]
993,familiar,[fəˈmɪliər]
994,family,[ˈfæməli]
995,famous, [ˈfeɪməs]
996,fan,[fæn]
997,fancy,[ˈfænsi]
998,fantastic,[fænˈtæstɪk]
999,far,[fɑːr]
1000,farm,[fɑːrm]
1001,farmer,[ˈfɑːrmər]
1002,farming,[ˈfɑːrmɪŋ]
1003,fascinating, [ˈfæsɪneɪtɪŋ] 
1004,fashion,[ˈfæʃn]
1005,fashionable,[ˈfæʃnəbl]
1006,fast,[fæst]
1007,fasten,[ˈfæsn]
1008,fat,[fæt]
1009,father,[ˈfɑːðər]
1010,fault,[fɔːlt]
1011,favour,[ˈfeɪvər]
1012,favourite,[ˈfeɪvərɪt]
1013,fear,[fɪr]
1014,feather,[ˈfeðər]
1015,feature,[ˈfiːtʃər]
1016,February,[ˈfebrueri]
1017,fee,[fiː]
1018,feed,[fiːd]
1019,feedback,[ˈfiːdbæk]
1020,feel,[fiːl]
1021,feeling,[ˈfiːlɪŋ]
1022,fellow,[ˈfeloʊ]
1023,female,[ˈfiːmeɪl]
1024,fence,[fens]
1025,festival,[ˈfestɪvl]
1026,few,[fjuː]
1027,fiction,[ˈfɪkʃn]
1028,field,[fiːld]
1029,fifteen,[ˌfɪfˈtiːn]
1030,fifth,[fɪfθ]
1031,fifty,[ˈfɪfti]
1032,fight,[faɪt]
1033,fighting,[ˈfaɪtɪŋ]
1034,figure,[ˈfɪɡjər]
1035,file,[faɪl]
1036,fill,[fɪl]
1037,film,[fɪlm]
1038,final,[ˈfaɪnl]
1039,finally,[ˈfaɪnəli]
1040,finance,"[ˈfaɪnæns,faɪˈnæns,fəˈnæns]"
1041,financial,"[faɪˈnænʃl,fəˈnænʃl]"
1042,find,[faɪnd]
1043,finding,[ˈfaɪndɪŋ]
1044,fine,[faɪn]
1045,finger,[ˈfɪŋɡər]
1046,finish,[ˈfɪnɪʃ]
1047,fire,[ˈfaɪər]
1048,firm,[fɜːrm]
1049,first,[fɜːrst]
1050,firstly,[ˈfɜːrstli]
1051,fish,[fɪʃ]
1052,fishing,[ˈfɪʃɪŋ]
1053,fit,[fɪt]
1054,fitness,[ˈfɪtnəs]
1055,five,[faɪv]
1056,fix,[fɪks]
1057,fixed,[fɪkst]
1058,flag,[flæɡ]
1059,flame,[fleɪm]
1060,flash,[flæʃ]
1061,flat,[flæt]
1062,flexible,[ˈfleksəbl]
1063,flight,[flaɪt]
1064,float,[floʊt]
1065,flood,[flʌd]
1066,floor,[flɔːr]
1067,flour,[ˈflaʊər]
1068,flow,[floʊ]
1069,flower,[ˈflaʊər]
1070,flu,[fluː]
1071,fly,[flaɪ]
1072,flying,[ˈflaɪɪŋ] 
1073,focus,[ˈfoʊkəs]
1074,fold,[foʊld]
1075,folding,[ˈfoʊldɪŋ]
1076,folk,[foʊk]
1077,follow,[ˈfɑːloʊ]
1078,following,[ˈfɑːloʊɪŋ]
1079,food,[fuːd]
1080,foot,[fʊt]
1081,football,[ˈfʊtbɔːl]
1082,for,"[fər,fɔːr]"
1083,force,[fɔːrs] 
1084,foreign,[ˈfɔːrən]
1085,forest,[ˈfɔːrɪst]
1086,forever,[fərˈevər]
1087,forget,[fərˈɡet]
1088,forgive,[fərˈɡɪv]
1089,fork,[fɔːrk]
1090,form,[fɔːrm]
1091,formal,[ˈfɔːrml]
1092,former,[ˈfɔːrmər]
1093,fortunately,[ˈfɔːrtʃənətli]
1094,fortune,[ˈfɔːrtʃən]
1095,forty,[ˈfɔːrti]
1096,forward,[ˈfɔːrwərd]
1097,found,[faʊnd]
1098,four,[fɔːr]
1099,fourteen,[ˌfɔːrˈtiːn]
1100,fourth,[fɔːrθ]
1101,frame,[freɪm] 
1102,free,[friː] 
1103,freedom,[ˈfriːdəm]
1104,freeze,[friːz]
1105,frequency,[ˈfriːkwənsi] 
1106,frequently,[ˈfriːkwəntli]
1107,fresh, [freʃ] 
1108,Friday,"[ˈfraɪdeɪ,ˈfraɪdi]"
1109,fridge,[frɪdʒ]
1110,friend,[frend]
1111,friendly,[ˈfrendli]
1112,friendship,[ˈfrendʃɪp]
1113,frighten,[ˈfraɪtn]
1114,frightened,[ˈfraɪtnd]
1115,frightening,[ˈfraɪtnɪŋ]
1116,frog,[frɑːɡ]
1117,from,"[frəm,frʌm,frɑːm]"
1118,front,[frʌnt]
1119,frozen, [ˈfroʊzn] 
1120,fruit,[fruːt]
1121,fry,[fraɪ]
1122,fuel,[ˈfjuːəl]
1123,full,[fʊl]
1124,fully,[ˈfʊli]
1125,fun,[fʌn]
1126,function,[ˈfʌŋkʃn]
1127,fund,[fʌnd]
1128,fundamental,[ˌfʌndəˈmentl]
1129,funding,[ˈfʌndɪŋ]
1130,funny,[ˈfʌni]
1131,fur,[fɜːr] 
1132,furniture,[ˈfɜːrnɪtʃər]
1133,further, [ˈfɜːrðər] 
1134,furthermore,[ˌfɜːrðərˈmɔːr]
1135,future,[ˈfjuːtʃər] 
1136,gain,[ɡeɪn]
1137,gallery,[ˈɡæləri]
1138,game,[ɡeɪm]
1139,gang,[ɡæŋ]
1140,gap,[ɡæp]
1141,garage," [ɡəˈrɑːʒ,ɡəˈrɑːdʒ] "
1142,garden,[ˈɡɑːrdn]
1143,gas,[ɡæs]
1144,gate, [ɡeɪt] 
1145,gather,[ˈɡæðər]
1146,general,[ˈdʒenrəl]
1147,generally,[ˈdʒenrəli] 
1148,generate,[ˈdʒenəreɪt]
1149,generation,[ˌdʒenəˈreɪʃn]
1150,generous,[ˈdʒenərəs]
1151,genre,[ˈʒɑːnrə]
1152,gentle,[ˈdʒentl]
1153,gentleman,[ˈdʒentlmən]
1154,geography,[dʒiˈɑːɡrəfi]
1155,get,[ɡet]
1156,ghost, [ɡoʊst] 
1157,giant,[ˈdʒaɪənt]
1158,gift,[ɡɪft]
1159,girl,[ɡɜːrl]
1160,girlfriend, [ˈɡɜːrlfrend] 
1161,give,[ɡɪv]
1162,glad,[ɡlæd]
1163,glass,[ɡlæs]
1164,global,[ˈɡloʊbl]
1165,glove,[ɡlʌv]
1166,go,[ɡoʊ]
1167,goal,[ɡoʊl]
1168,god,[ɡɑːd]
1169,gold,[ɡoʊld] 
1170,golf,[ɡɑːlf]
1171,good,[ɡʊd]
1172,goodbye,[ˌɡʊdˈbaɪ]
1173,goods,[ɡʊdz]
1174,govern,[ˈɡʌvərn]
1175,government,[ˈɡʌvərnmənt]
1176,grab,[ɡræb]
1177,grade,[ɡreɪd]
1178,gradually,[ˈɡrædʒuəli]
1179,graduate,[ˈɡrædʒuət]
1180,grain,[ɡreɪn]
1181,grand,[ɡrænd]
1182,grandfather,[ˈɡrænfɑːðər]
1183,grandmother,[ˈɡrænmʌðər]
1184,grandparent,[ˈɡrænperənt]
1185,grant,[ɡrænt] 
1186,grass,[ɡræs]
1187,grateful,[ˈɡreɪtfl]
1188,great,[ɡreɪt] 
1189,green, [ɡriːn] 
1190,greet,[ɡriːt]
1191,grey,[ɡreɪ]
1192,ground,[ɡraʊnd]
1193,group,[ɡruːp]
1194,grow,[ɡroʊ]
1195,growth,[ɡroʊθ]
1196,guarantee,[ˌɡærənˈtiː]
1197,guard,[ɡɑːrd]
1198,guess,[ɡes]
1199,guest,[ɡest]
1200,guide,[ɡaɪd]
1201,guilty, [ˈɡɪlti]
1202,guitar,[ɡɪˈtɑːr]
1203,gun,[ɡʌn]
1204,guy,[ɡaɪ] 
1205,gym,[dʒɪm]
1206,habit,[ˈhæbɪt]
1207,hair,[her]
1208,half,[hæf]
1209,hall,[hɔːl]
1210,hand,[hænd]
1211,handle,[ˈhændl]
1212,hang,[hæŋ]
1213,happen,[ˈhæpən]
1214,happily,[ˈhæpɪli] 
1215,happiness, [ˈhæpinəs] 
1216,happy,[ˈhæpi]
1217,hard,[hɑːrd]
1218,hardly, [ˈhɑːrdli] 
1219,harm,[hɑːrm]
1220,harmful,[ˈhɑːrmfl]
1221,hat,[hæt]
1222,hate,[heɪt]
1223,have,[həv]
1224,have to, [ˈhæv tə]   
1225,he,[hi]
1226,head,[hed]
1227,headache,[ˈhedeɪk]
1228,headline,[ˈhedlaɪn]
1229,health, [helθ]
1230,healthy,[ˈhelθi] 
1231,hear,[hɪr]
1232,hearing,[ˈhɪrɪŋ]
1233,heart,[hɑːrt]
1234,heat,[hiːt]
1235,heating,[ˈhiːtɪŋ]
1236,heaven, [ˈhevn]
1237,heavily, [ˈhevɪli]
1238,heavy,[ˈhevi]
1239,heel, [hiːl]
1240,height,[haɪt]
1241,helicopter,[ˈhelɪkɑːptər]
1242,hell,[hel]
1243,hello,[helˈō]
1244,help,[help]
1245,helpful,[ˈhelpfl]
1246,her,[hər]
1247,here,[hɪr]
1248,hero,"[ˈhɪroʊ,ˈhiːroʊ]"
1249,hers,"[hɜːrz,ɜːrz]"
1250,herself,"[hɜːrˈself,hərˈself]"
1251,hesitate,[ˈhezɪteɪt]
1252,hey,[heɪ]
1253,hi,[haɪ]
1254,hide,[haɪd]
1255,high,[haɪ]
1256,highlight,[ˈhaɪlaɪt]
1257,highly,[ˈhaɪli]
1258,hill,[hɪl]
1259,him,[hɪm]
1260,himself,[hɪmˈself]
1261,hire, [ˈhaɪər] 
1262,his,"[hɪz,ɪz]"
1263,historic, [hɪˈstɔːrɪk]
1264,historical,[hɪˈstɔːrɪkl]
1265,history, [ˈhɪstri]
1266,hit,[hɪt]
1267,hobby,[ˈhɑːbi]
1268,hockey,[ˈhɑːki]
1269,hold,[hoʊld]
1270,hole,[hoʊl]
1271,holiday,[ˈhɑːlədeɪ]
1272,hollow,[ˈhɑːloʊ]
1273,holy,[ˈhoʊli]
1274,home,[hoʊm]
1275,homework,[ˈhoʊmwɜːrk]
1276,honest,[ˈɑːnɪst]
1277,honour,[ɑnɚ]
1278,hope,[hoʊp]
1279,horrible,[ˈhɔːrəbl]
1280,horror,[ˈhɔːrər] 
1281,horse,[hɔːrs]
1282,hospital,[ˈhɑːspɪtl] 
1283,host, [hoʊst] 
1284,hot,[hɑːt]
1285,hotel,[hoʊˈtel]
1286,hour,[ˈaʊər]
1287,house,[haʊs]
1288,household,[ˈhaʊshoʊld]
1289,housing,[ˈhaʊzɪŋ]
1290,how,[haʊ]
1291,however,[haʊˈevər] 
1292,huge,[hjuːdʒ] 
1293,human,[ˈhjuːmən]
1294,humorous,[ˈhjuːmərəs]
1295,humour,[ˈhjuːmər]
1296,hundred, [ˈhʌndrəd] 
1297,hungry,[ˈhʌŋɡri]
1298,hunt,[hʌnt]
1299,hunting,[ˈhʌntɪŋ]
1300,hurricane,[ˈhɜːrəkeɪn]
1301,hurry,[ˈhɜːri] 
1302,hurt,[hɜːrt]
1303,husband,[ˈhʌzbənd]
1304,I,[aɪ]
1305,ice,[aɪs]
1306,ice cream,[aɪs krim]
1307,idea,[aɪˈdiːə]
1308,ideal,[aɪˈdiːəl]
1309,identify,[aɪˈdentɪfaɪ]
1310,identity,[aɪˈdentəti]
1311,if,[ɪf]
1312,ignore,[ɪɡˈnɔːr]
1313,ill,[ɪl]
1314,illegal,[ɪˈliːɡl]
1315,illness,[ˈɪlnəs]
1316,illustrate,[ˈɪləstreɪt]
1317,illustration,[ˌɪləˈstreɪʃn]
1318,image,[ˈɪmɪdʒ]
1319,imaginary,[ɪˈmædʒɪneri]
1320,imagination,[ɪˌmædʒɪˈneɪʃn]
1321,imagine,[ɪˈmædʒɪn]
1322,immediate,[ɪˈmiːdiət]
1323,immediately,[ɪˈmiːdiətli]
1324,immigrant,[ˈɪmɪɡrənt]
1325,impact,[ˈɪmpækt]
1326,impatient,[ɪmˈpeɪʃnt]
1327,imply,[ɪmˈplaɪ]
1328,import,[ˈɪmpɔːrt]
1329,importance,[ɪmˈpɔːrtns]
1330,important,[ɪmˈpɔːrtnt]
1331,impose,[ɪmˈpoʊz]
1332,impossible,[ɪmˈpɑːsəbl]
1333,impress,[ɪmˈpres] 
1334,impressed,[ɪmˈprest]
1335,impression,[ɪmˈpreʃn] 
1336,impressive,[ɪmˈpresɪv]
1337,improve,[ɪmˈpruːv]
1338,improvement,[ɪmˈpruːvmənt]
1339,in,[ɪn]
1340,inch,[ɪntʃ]
1341,incident,[ˈɪnsɪdənt]
1342,include,[ɪnˈkluːd]
1343,included,[ɪn'klʊdɪd]
1344,including,[ɪnˈkluːdɪŋ] 
1345,income,"[ˈɪnkʌm,ˈɪnkəm]"
1346,increase,[ɪnˈkris; ˈɪnˌkris]
1347,increasingly,[ɪnˈkriːsɪŋli]
1348,incredible,[ɪnˈkredəbl]
1349,incredibly, [ɪnˈkredəbli] 
1350,indeed,[ɪnˈdiːd]
1351,independent,[ˌɪndɪˈpendənt]
1352,indicate,[ˈɪndɪkeɪt]
1353,indirect,"[ˌɪndəˈrekt,ˌɪndaɪˈrekt]"
1354,individual,[ˌɪndɪˈvɪdʒuəl]
1355,indoor,[ˈɪndɔːr]
1356,indoors,[ˌɪnˈdɔːrz]
1357,industrial,[ɪnˈdʌstriəl]
1358,industry,[ˈɪndəstri]
1359,infection,[ɪnˈfekʃn]
1360,influence,[ˈɪnfluəns]
1361,inform,[ɪnˈfɔːrm]
1362,informal,[ɪnˈfɔːrml]
1363,information,[ˌɪnfərˈmeɪʃn]
1364,ingredient,[ɪnˈɡriːdiənt]
1365,initial,[ɪˈnɪʃl]
1366,initially,[ɪˈnɪʃəli]
1367,initiative,[ɪˈnɪʃətɪv]
1368,injure,[ˈɪndʒər]
1369,injured,[ˈɪndʒərd]
1370,injury,[ˈɪndʒəri]
1371,inner,[ˈɪnər]
1372,innocent,[ˈɪnəsnt]
1373,insect,[ˈɪnsekt]
1374,inside,[ˌɪnˈsaɪd]
1375,insight,[ˈɪnsaɪt]
1376,insist,[ɪnˈsɪst]
1377,inspire,[ɪnˈspaɪər]
1378,install,[ɪnˈstɔːl]
1379,instance,[ˈɪnstəns]
1380,instead,[ɪnˈsted]
1381,institute,[ˈɪnstɪtuːt]
1382,institution,[ˌɪnstɪˈtuːʃn]
1383,instruction,[ɪnˈstrʌkʃn]
1384,instructor,[ɪnˈstrʌktər]
1385,instrument,[ˈɪnstrəmənt]
1386,insurance,[ɪnˈʃʊrəns]
1387,intelligence, [ɪnˈtelɪdʒəns] 
1388,intelligent,[ɪnˈtelɪdʒənt]
1389,intend,[ɪnˈtend]
1390,intended,[ɪnˈtendɪd]
1391,intense,[ɪnˈtens]
1392,intention,[ɪnˈtenʃn]
1393,interest,[ˈɪntrəst]
1394,interested,"[ˈɪntrəstɪd,ˈɪntrestɪd]"
1395,interesting,"[ˈɪntrəstɪŋ,ˈɪntrestɪŋ]"
1396,internal,[ɪnˈtɜːrnl]
1397,international,[ˌɪntərˈnæʃnəl]
1398,internet,[ˈɪntərnet] 
1399,interpret,[ɪnˈtɜːrprət]
1400,interrupt, [ˌɪntəˈrʌpt] 
1401,interview,[ˈɪntərvjuː]
1402,into,[ˈɪntu] 
1403,introduce, [ˌɪntrəˈduːs] 
1404,introduction,[ˌɪntrəˈdʌkʃn]
1405,invent,[ɪnˈvent]
1406,invention,[ɪnˈvenʃn]
1407,invest,[ɪnˈvest]
1408,investigate,[ɪnˈvestɪɡeɪt]
1409,investigation,[ɪnˌvestɪˈɡeɪʃn]
1410,investment,[ɪnˈvestmənt]
1411,invitation,[ˌɪnvɪˈteɪʃn]
1412,invite,[ɪnˈvaɪt]
1413,involve,[ɪnˈvɑːlv]
1414,involved,[ɪnˈvɑːlvd] 
1415,iron,[ˈaɪərn]
1416,island,[ˈaɪlənd]
1417,issue, [ˈɪʃuː] 
1418,IT,[ˌaɪ ˈtiː]
1419,it,[ɪt]
1420,item,[ˈaɪtəm]
1421,its,[ɪts]
1422,itself, [ɪtˈself] 
1423,jacket,[ˈdʒækɪt]
1424,jam,[dʒæm]
1425,January,[ˈdʒænjueri]
1426,jazz,[dʒæz]
1427,jeans,[dʒiːnz]
1428,jewellery,[ˈdʒuːəlri]
1429,job,[dʒɑːb]
1430,join,[dʒɔɪn] 
1431,joke,[dʒoʊk]
1432,journal,[ˈdʒɜːrnl]
1433,journalist,[ˈdʒɜːrnəlɪst]
1434,journey,[ˈdʒɜːrni] 
1435,joy, [dʒɔɪ] 
1436,judge,[dʒʌdʒ]
1437,judgement, [dʒʌdʒ'mentəl]
1438,juice,[dʒuːs]
1439,July,[dʒuˈlaɪ]
1440,jump,[dʒʌmp]
1441,June,[dʒuːn]
1442,junior, [ˈdʒuːniər] 
1443,just,[dʒʌst]
1444,justice,[ˈdʒʌstɪs]
1445,justify,[ˈdʒʌstɪfaɪ]
1446,keen,[kiːn]
1447,keep,[kiːp]
1448,key,[kiː] 
1449,keyboard,[ˈkiːbɔːrd]
1450,kick, [kɪk] 
1451,kid,[kɪd]
1452,kill,[kɪl]
1453,killing,[ˈkɪlɪŋ]
1454,kilometre,[kɪˈlɑːmɪtər]
1455,kind,[kaɪnd]
1456,kind,[kaɪnd]
1457,king,[kɪŋ]
1458,kiss,[kɪs]
1459,kitchen,[ˈkɪtʃɪn]
1460,knee, [niː] 
1461,knife,[naɪf] 
1462,knock,[nɑːk]
1463,know,[noʊ]
1464,knowledge,[ˈnɑːlɪdʒ]
1465,lab,[læb]
1466,label,[ˈleɪbl]
1467,laboratory,[ˈlæbrətɔːri]
1468,labour,[ˈleɪbər]
1469,lack,[læk]
1470,lady,[ˈleɪdi]
1471,lake, [leɪk]
1472,lamp,[læmp]
1473,land,[lænd]
1474,landscape,[ˈlændskeɪp]
1475,language, [ˈlæŋɡwɪdʒ]
1476,laptop,[ˈlæptɑːp]
1477,large,[lɑːrdʒ] 
1478,largely,[ˈlɑːrdʒli]
1479,last,[læst]
1480,last,[læst]
1481,late,[leɪt]
1482,later,[ˈleɪtər]
1483,latest,[ˈleɪtɪst]
1484,laugh,[læf]
1485,laughter,[ˈlæftər]
1486,launch,[lɔːntʃ]
1487,law,[lɔː]
1488,lawyer,[ˈlɔɪər]
1489,lay, [leɪ]
1490,layer,[ˈleɪər]
1491,lazy,[ˈleɪzi] 
1492,lead,[li:d; led]
1493,leader,[ˈliːdər]
1494,leadership,[ˈliːdərʃɪp]
1495,leading,['lidɪŋ]
1496,leaf,[liːf]
1497,league, [liːɡ] 
1498,lean,[liːn]
1499,learn,lɜːrn]
1500,learning,[ˈlɜːrnɪŋ]
1501,least,[liːst]
1502,leather,[ˈleðər]
1503,leave,[liːv]
1504,lecture,[ˈlektʃər]
1505,left,[left] 
1506,leg,[leɡ]
1507,legal,[ˈliːɡl]
1508,leisure,[ˈliːʒər]
1509,lemon,[ˈlemən] 
1510,lend,[lend]
1511,length,[leŋθ] 
1512,less,[les]
1513,lesson,[ˈlesn]
1514,let,[let]
1515,letter,[ˈletər]
1516,level,[ˈlevl]
1517,library,[ˈlaɪbreri]
1518,licence,[ˈlaɪsns]
1519,lie,[laɪ]
1520,lie,[laɪ]
1521,life,[laɪf]
1522,lifestyle,[ˈlaɪfstaɪl]
1523,lift,[lɪft]
1524,light,[laɪt]
1525,light,[laɪt]
1526,like,[laɪk]
1527,like,[laɪk]
1528,likely,[ˈlaɪkli]
1529,limit,[ˈlɪmɪt]
1530,limited,[ˈlɪmɪtɪd]
1531,line,[laɪn]
1532,link,[lɪŋk]
1533,lion,[ˈlaɪən]
1534,lip,[lɪp]
1535,liquid,[ˈlɪkwɪd]
1536,list,[lɪst]
1537,listen,[ˈlɪsn]
1538,listener,[ˈlɪsənər]
1539,literature,"[ˈlɪtrətʃər,ˈlɪtrətʃʊr]"
1540,little,[ˈlɪtl]
1541,live,[lɪv; laɪv]
1542,live,[lɪv; laɪv]
1543,lively,[ˈlaɪvli]
1544,living,[ˈlɪvɪŋ]
1545,load,[loʊd]
1546,loan,[loʊn]
1547,local,[ˈloʊkl]
1548,locate,[ˈloʊkeɪt]
1549,located,[ˈloʊkeɪtɪd]
1550,location,[loʊˈkeɪʃn]
1551,lock,[lɑːk]
1552,logical,[ˈlɑːdʒɪkl]
1553,lonely,[ˈloʊnli]
1554,long,[lɔːŋ] 
1555,long-term,[ˌlɔːŋ ˈtɜːrm]
1556,look,[lʊk]
1557,loose,[luːs]
1558,lord,[lɔːrd] 
1559,lorry,[ˈlɔːri]
1560,lose,[luːz]
1561,loss,[lɔːs]
1562,lost,[lɔːst]
1563,lot,[lɑːt]
1564,loud,[laʊd]
1565,loudly,[ˈlaʊdli]
1566,love,[lʌv]
1567,lovely,[ˈlʌvli]
1568,low,[loʊ]
1569,lower,['loɚ]
1570,luck,[lʌk]
1571,lucky,[ˈlʌki]
1572,lunch,[lʌntʃ]
1573,lung,[lʌŋ]
1574,luxury,[ˈlʌkʃəri]
1575,machine,[məˈʃiːn]
1576,mad,[mæd]
1577,magazine,[ˈmæɡəziːn]
1578,magic,[ˈmædʒɪk]
1579,mail,[meɪl]
1580,main,[meɪn]
1581,mainly,[ˈmeɪnli]
1582,maintain,[meɪnˈteɪn]
1583,major,[ˈmeɪdʒər]
1584,majority,[məˈdʒɔːrəti]
1585,make,[meɪk]
1586,male,[meɪl]
1587,mall,[mɔːl]
1588,man,[mæn]
1589,manage,[ˈmænɪdʒ]
1590,management,[ˈmænɪdʒmənt]
1591,manager,[ˈmænɪdʒər]
1592,manner,[ˈmænər]
1593,many,[ˈmeni]
1594,map,[mæp]
1595,March,[mɑːrtʃ]
